"","Availability","region","year","policy","agg.land","value","title","percent_change","diff_percent_diff_from_currchange","diff_percent_change"
"5751","CURRENT","Southeast Asia",1975,"NZ","c) Forests (Harvested)",258.6041708,"Land Use by Type",-20.8108099271715,NA,NA
"5752","UNIFORM30","Southeast Asia",1975,"NZ","c) Forests (Harvested)",258.6041708,"Land Use by Type",-20.8108099271715,0,0
"5753","BIODIV","Taiwan",1975,"NZ","c) Forests (Harvested)",8.3790809,"Land Use by Type",46.1789123604333,0,0
"5754","BIODIV30","Taiwan",1975,"NZ","c) Forests (Harvested)",8.3790809,"Land Use by Type",46.1789123604333,0,0
"5755","CURRENT","Taiwan",1975,"NZ","c) Forests (Harvested)",8.3790809,"Land Use by Type",46.1789123604333,NA,NA
"5756","UNIFORM30","Taiwan",1975,"NZ","c) Forests (Harvested)",8.3790809,"Land Use by Type",46.1789123604333,0,0
"5757","BIODIV","USA",1975,"NZ","c) Forests (Harvested)",855.5692792,"Land Use by Type",-15.1894933940997,0,0
"5758","BIODIV30","USA",1975,"NZ","c) Forests (Harvested)",855.5692792,"Land Use by Type",-15.1894933940997,0,0
"5759","CURRENT","USA",1975,"NZ","c) Forests (Harvested)",855.5692792,"Land Use by Type",-15.1894933940997,NA,NA
"5760","UNIFORM30","USA",1975,"NZ","c) Forests (Harvested)",855.5692792,"Land Use by Type",-15.1894933940997,0,0
"5761","BIODIV","Africa_Eastern",1990,"NZ","c) Forests (Harvested)",160.25063,"Land Use by Type",24.0644531848788,0,0
"5762","BIODIV30","Africa_Eastern",1990,"NZ","c) Forests (Harvested)",160.25063,"Land Use by Type",24.0644531848788,0,0
"5763","CURRENT","Africa_Eastern",1990,"NZ","c) Forests (Harvested)",160.25063,"Land Use by Type",24.0644531848788,NA,NA
"5764","UNIFORM30","Africa_Eastern",1990,"NZ","c) Forests (Harvested)",160.25063,"Land Use by Type",24.0644531848788,0,0
"5765","BIODIV","Africa_Northern",1990,"NZ","c) Forests (Harvested)",22.348072,"Land Use by Type",-22.814971605081,0,0
"5766","BIODIV30","Africa_Northern",1990,"NZ","c) Forests (Harvested)",22.348072,"Land Use by Type",-22.814971605081,0,0
"5767","CURRENT","Africa_Northern",1990,"NZ","c) Forests (Harvested)",22.348072,"Land Use by Type",-22.814971605081,NA,NA
"5768","UNIFORM30","Africa_Northern",1990,"NZ","c) Forests (Harvested)",22.348072,"Land Use by Type",-22.814971605081,0,0
"5769","BIODIV","Africa_Southern",1990,"NZ","c) Forests (Harvested)",166.487424,"Land Use by Type",-35.1669835436351,0,0
"5770","BIODIV30","Africa_Southern",1990,"NZ","c) Forests (Harvested)",166.487424,"Land Use by Type",-35.1669835436351,0,0
"5771","CURRENT","Africa_Southern",1990,"NZ","c) Forests (Harvested)",166.487424,"Land Use by Type",-35.1669835436351,NA,NA
"5772","UNIFORM30","Africa_Southern",1990,"NZ","c) Forests (Harvested)",166.487424,"Land Use by Type",-35.1669835436351,0,0
"5773","BIODIV","Africa_Western",1990,"NZ","c) Forests (Harvested)",280.3074574,"Land Use by Type",-35.4810720806841,0,0
"5774","BIODIV30","Africa_Western",1990,"NZ","c) Forests (Harvested)",280.3074574,"Land Use by Type",-35.4810720806841,0,0
"5775","CURRENT","Africa_Western",1990,"NZ","c) Forests (Harvested)",280.3074574,"Land Use by Type",-35.4810720806841,NA,NA
"5776","UNIFORM30","Africa_Western",1990,"NZ","c) Forests (Harvested)",280.3074574,"Land Use by Type",-35.4810720806841,0,0
"5777","BIODIV","Argentina",1990,"NZ","c) Forests (Harvested)",24.6045733,"Land Use by Type",-36.3229298103187,0,0
"5778","BIODIV30","Argentina",1990,"NZ","c) Forests (Harvested)",24.6045733,"Land Use by Type",-36.3229298103187,0,0
"5779","CURRENT","Argentina",1990,"NZ","c) Forests (Harvested)",24.6045733,"Land Use by Type",-36.3229298103187,NA,NA
"5780","UNIFORM30","Argentina",1990,"NZ","c) Forests (Harvested)",24.6045733,"Land Use by Type",-36.3229298103187,0,0
"5781","BIODIV","Australia_NZ",1990,"NZ","c) Forests (Harvested)",51.0653097,"Land Use by Type",-47.7468042936446,0,0
"5782","BIODIV30","Australia_NZ",1990,"NZ","c) Forests (Harvested)",51.0653097,"Land Use by Type",-47.7468042936446,0,0
"5783","CURRENT","Australia_NZ",1990,"NZ","c) Forests (Harvested)",51.0653097,"Land Use by Type",-47.7468042936446,NA,NA
"5784","UNIFORM30","Australia_NZ",1990,"NZ","c) Forests (Harvested)",51.0653097,"Land Use by Type",-47.7468042936446,0,0
"5785","BIODIV","Brazil",1990,"NZ","c) Forests (Harvested)",248.5959865,"Land Use by Type",-23.8713870349483,0,0
"5786","BIODIV30","Brazil",1990,"NZ","c) Forests (Harvested)",248.5959865,"Land Use by Type",-23.8713870349483,0,0
"5787","CURRENT","Brazil",1990,"NZ","c) Forests (Harvested)",248.5959865,"Land Use by Type",-23.8713870349483,NA,NA
"5788","UNIFORM30","Brazil",1990,"NZ","c) Forests (Harvested)",248.5959865,"Land Use by Type",-23.8713870349483,0,0
"5789","BIODIV","Canada",1990,"NZ","c) Forests (Harvested)",556.795312,"Land Use by Type",12.3773788966852,0,0
"5790","BIODIV30","Canada",1990,"NZ","c) Forests (Harvested)",556.795312,"Land Use by Type",12.3773788966852,0,0
"5791","CURRENT","Canada",1990,"NZ","c) Forests (Harvested)",556.795312,"Land Use by Type",12.3773788966852,NA,NA
"5792","UNIFORM30","Canada",1990,"NZ","c) Forests (Harvested)",556.795312,"Land Use by Type",12.3773788966852,0,0
"5793","BIODIV","Central America and Caribbean",1990,"NZ","c) Forests (Harvested)",93.39356,"Land Use by Type",-18.1524238412314,0,0
"5794","BIODIV30","Central America and Caribbean",1990,"NZ","c) Forests (Harvested)",93.39356,"Land Use by Type",-18.1524238412314,0,0
"5795","CURRENT","Central America and Caribbean",1990,"NZ","c) Forests (Harvested)",93.39356,"Land Use by Type",-18.1524238412314,NA,NA
"5796","UNIFORM30","Central America and Caribbean",1990,"NZ","c) Forests (Harvested)",93.39356,"Land Use by Type",-18.1524238412314,0,0
"5797","BIODIV","Central Asia",1990,"NZ","c) Forests (Harvested)",5.92580764,"Land Use by Type",-66.0052680889696,0,0
"5798","BIODIV30","Central Asia",1990,"NZ","c) Forests (Harvested)",5.92580764,"Land Use by Type",-66.0052680889696,0,0
"5799","CURRENT","Central Asia",1990,"NZ","c) Forests (Harvested)",5.92580764,"Land Use by Type",-66.0052680889696,NA,NA
"5800","UNIFORM30","Central Asia",1990,"NZ","c) Forests (Harvested)",5.92580764,"Land Use by Type",-66.0052680889696,0,0
"5801","BIODIV","China",1990,"NZ","c) Forests (Harvested)",1363.760911,"Land Use by Type",-2.81662350844752,0,0
"5802","BIODIV30","China",1990,"NZ","c) Forests (Harvested)",1363.760911,"Land Use by Type",-2.81662350844752,0,0
"5803","CURRENT","China",1990,"NZ","c) Forests (Harvested)",1363.760911,"Land Use by Type",-2.81662350844752,NA,NA
"5804","UNIFORM30","China",1990,"NZ","c) Forests (Harvested)",1363.760911,"Land Use by Type",-2.81662350844752,0,0
"5805","BIODIV","Colombia",1990,"NZ","c) Forests (Harvested)",13.165587,"Land Use by Type",-12.7558222869281,0,0
"5806","BIODIV30","Colombia",1990,"NZ","c) Forests (Harvested)",13.165587,"Land Use by Type",-12.7558222869281,0,0
"5807","CURRENT","Colombia",1990,"NZ","c) Forests (Harvested)",13.165587,"Land Use by Type",-12.7558222869281,NA,NA
"5808","UNIFORM30","Colombia",1990,"NZ","c) Forests (Harvested)",13.165587,"Land Use by Type",-12.7558222869281,0,0
"5809","BIODIV","EU-12",1990,"NZ","c) Forests (Harvested)",222.1570679,"Land Use by Type",-32.1970807745385,0,0
"5810","BIODIV30","EU-12",1990,"NZ","c) Forests (Harvested)",222.1570679,"Land Use by Type",-32.1970807745385,0,0
"5811","CURRENT","EU-12",1990,"NZ","c) Forests (Harvested)",222.1570679,"Land Use by Type",-32.1970807745385,NA,NA
"5812","UNIFORM30","EU-12",1990,"NZ","c) Forests (Harvested)",222.1570679,"Land Use by Type",-32.1970807745385,0,0
"5813","BIODIV","EU-15",1990,"NZ","c) Forests (Harvested)",791.614357,"Land Use by Type",-16.3344751102907,0,0
"5814","BIODIV30","EU-15",1990,"NZ","c) Forests (Harvested)",791.614357,"Land Use by Type",-16.3344751102907,0,0
"5815","CURRENT","EU-15",1990,"NZ","c) Forests (Harvested)",791.614357,"Land Use by Type",-16.3344751102907,NA,NA
"5816","UNIFORM30","EU-15",1990,"NZ","c) Forests (Harvested)",791.614357,"Land Use by Type",-16.3344751102907,0,0
"5817","BIODIV","Europe_Eastern",1990,"NZ","c) Forests (Harvested)",51.2965652,"Land Use by Type",-43.8597859757816,0,0
"5818","BIODIV30","Europe_Eastern",1990,"NZ","c) Forests (Harvested)",51.2965652,"Land Use by Type",-43.8597859757816,0,0
"5819","CURRENT","Europe_Eastern",1990,"NZ","c) Forests (Harvested)",51.2965652,"Land Use by Type",-43.8597859757816,NA,NA
"5820","UNIFORM30","Europe_Eastern",1990,"NZ","c) Forests (Harvested)",51.2965652,"Land Use by Type",-43.8597859757816,0,0
"5821","BIODIV","Europe_Non_EU",1990,"NZ","c) Forests (Harvested)",86.650682,"Land Use by Type",-36.2546483531722,0,0
"5822","BIODIV30","Europe_Non_EU",1990,"NZ","c) Forests (Harvested)",86.650682,"Land Use by Type",-36.2546483531722,0,0
"5823","CURRENT","Europe_Non_EU",1990,"NZ","c) Forests (Harvested)",86.650682,"Land Use by Type",-36.2546483531722,NA,NA
"5824","UNIFORM30","Europe_Non_EU",1990,"NZ","c) Forests (Harvested)",86.650682,"Land Use by Type",-36.2546483531722,0,0
"5825","BIODIV","European Free Trade Association",1990,"NZ","c) Forests (Harvested)",46.8442454,"Land Use by Type",-3.37792124090645,0,0
"5826","BIODIV30","European Free Trade Association",1990,"NZ","c) Forests (Harvested)",46.8442454,"Land Use by Type",-3.37792124090645,0,0
"5827","CURRENT","European Free Trade Association",1990,"NZ","c) Forests (Harvested)",46.8442454,"Land Use by Type",-3.37792124090645,NA,NA
"5828","UNIFORM30","European Free Trade Association",1990,"NZ","c) Forests (Harvested)",46.8442454,"Land Use by Type",-3.37792124090645,0,0
"5829","BIODIV","India",1990,"NZ","c) Forests (Harvested)",0,"Land Use by Type",NA,NA,NA
"5830","BIODIV30","India",1990,"NZ","c) Forests (Harvested)",0,"Land Use by Type",NA,NA,NA
"5831","CURRENT","India",1990,"NZ","c) Forests (Harvested)",0,"Land Use by Type",NA,NA,NA
"5832","UNIFORM30","India",1990,"NZ","c) Forests (Harvested)",0,"Land Use by Type",NA,NA,NA
"5833","BIODIV","Indonesia",1990,"NZ","c) Forests (Harvested)",195.709857,"Land Use by Type",38.2087299381012,0,0
"5834","BIODIV30","Indonesia",1990,"NZ","c) Forests (Harvested)",195.709857,"Land Use by Type",38.2087299381012,0,0
"5835","CURRENT","Indonesia",1990,"NZ","c) Forests (Harvested)",195.709857,"Land Use by Type",38.2087299381012,NA,NA
"5836","UNIFORM30","Indonesia",1990,"NZ","c) Forests (Harvested)",195.709857,"Land Use by Type",38.2087299381012,0,0
"5837","BIODIV","Japan",1990,"NZ","c) Forests (Harvested)",68.0136648,"Land Use by Type",18.9364485764108,0,0
"5838","BIODIV30","Japan",1990,"NZ","c) Forests (Harvested)",68.0136648,"Land Use by Type",18.9364485764108,0,0
"5839","CURRENT","Japan",1990,"NZ","c) Forests (Harvested)",68.0136648,"Land Use by Type",18.9364485764108,NA,NA
"5840","UNIFORM30","Japan",1990,"NZ","c) Forests (Harvested)",68.0136648,"Land Use by Type",18.9364485764108,0,0
"5841","BIODIV","Mexico",1990,"NZ","c) Forests (Harvested)",138.0569256,"Land Use by Type",-6.7356479928955,0,0
"5842","BIODIV30","Mexico",1990,"NZ","c) Forests (Harvested)",138.0569256,"Land Use by Type",-6.7356479928955,0,0
"5843","CURRENT","Mexico",1990,"NZ","c) Forests (Harvested)",138.0569256,"Land Use by Type",-6.7356479928955,NA,NA
"5844","UNIFORM30","Mexico",1990,"NZ","c) Forests (Harvested)",138.0569256,"Land Use by Type",-6.7356479928955,0,0
"5845","BIODIV","Middle East",1990,"NZ","c) Forests (Harvested)",8.62521,"Land Use by Type",-11.6412506991696,0,0
"5846","BIODIV30","Middle East",1990,"NZ","c) Forests (Harvested)",8.62521,"Land Use by Type",-11.6412506991696,0,0
"5847","CURRENT","Middle East",1990,"NZ","c) Forests (Harvested)",8.62521,"Land Use by Type",-11.6412506991696,NA,NA
"5848","UNIFORM30","Middle East",1990,"NZ","c) Forests (Harvested)",8.62521,"Land Use by Type",-11.6412506991696,0,0
"5849","BIODIV","Pakistan",1990,"NZ","c) Forests (Harvested)",14.8713,"Land Use by Type",-31.4787681079288,0,0
"5850","BIODIV30","Pakistan",1990,"NZ","c) Forests (Harvested)",14.8713,"Land Use by Type",-31.4787681079288,0,0
"5851","CURRENT","Pakistan",1990,"NZ","c) Forests (Harvested)",14.8713,"Land Use by Type",-31.4787681079288,NA,NA
"5852","UNIFORM30","Pakistan",1990,"NZ","c) Forests (Harvested)",14.8713,"Land Use by Type",-31.4787681079288,0,0
"5853","BIODIV","Russia",1990,"NZ","c) Forests (Harvested)",1033.04145204,"Land Use by Type",49.6846478210961,0,0
"5854","BIODIV30","Russia",1990,"NZ","c) Forests (Harvested)",1033.04145204,"Land Use by Type",49.6846478210961,0,0
"5855","CURRENT","Russia",1990,"NZ","c) Forests (Harvested)",1033.04145204,"Land Use by Type",49.6846478210961,NA,NA
"5856","UNIFORM30","Russia",1990,"NZ","c) Forests (Harvested)",1033.04145204,"Land Use by Type",49.6846478210961,0,0
"5857","BIODIV","South Africa",1990,"NZ","c) Forests (Harvested)",16.3091899,"Land Use by Type",-23.105803372103,0,0
"5858","BIODIV30","South Africa",1990,"NZ","c) Forests (Harvested)",16.3091899,"Land Use by Type",-23.105803372103,0,0
"5859","CURRENT","South Africa",1990,"NZ","c) Forests (Harvested)",16.3091899,"Land Use by Type",-23.105803372103,NA,NA
"5860","UNIFORM30","South Africa",1990,"NZ","c) Forests (Harvested)",16.3091899,"Land Use by Type",-23.105803372103,0,0
"5861","BIODIV","South America_Northern",1990,"NZ","c) Forests (Harvested)",6.46478161,"Land Use by Type",-29.1552514917263,0,0
"5862","BIODIV30","South America_Northern",1990,"NZ","c) Forests (Harvested)",6.46478161,"Land Use by Type",-29.1552514917263,0,0
"5863","CURRENT","South America_Northern",1990,"NZ","c) Forests (Harvested)",6.46478161,"Land Use by Type",-29.1552514917263,NA,NA
"5864","UNIFORM30","South America_Northern",1990,"NZ","c) Forests (Harvested)",6.46478161,"Land Use by Type",-29.1552514917263,0,0
"5865","BIODIV","South America_Southern",1990,"NZ","c) Forests (Harvested)",69.22975051,"Land Use by Type",-49.5097280215774,0,0
"5866","BIODIV30","South America_Southern",1990,"NZ","c) Forests (Harvested)",69.22975051,"Land Use by Type",-49.5097280215774,0,0
"5867","CURRENT","South America_Southern",1990,"NZ","c) Forests (Harvested)",69.22975051,"Land Use by Type",-49.5097280215774,NA,NA
"5868","UNIFORM30","South America_Southern",1990,"NZ","c) Forests (Harvested)",69.22975051,"Land Use by Type",-49.5097280215774,0,0
"5869","BIODIV","South Asia",1990,"NZ","c) Forests (Harvested)",126.556995,"Land Use by Type",2.51308915706045,0,0
"5870","BIODIV30","South Asia",1990,"NZ","c) Forests (Harvested)",126.556995,"Land Use by Type",2.51308915706045,0,0
"5871","CURRENT","South Asia",1990,"NZ","c) Forests (Harvested)",126.556995,"Land Use by Type",2.51308915706045,NA,NA
"5872","UNIFORM30","South Asia",1990,"NZ","c) Forests (Harvested)",126.556995,"Land Use by Type",2.51308915706045,0,0
"5873","BIODIV","South Korea",1990,"NZ","c) Forests (Harvested)",12.7803,"Land Use by Type",-21.7329797723083,0,0
"5874","BIODIV30","South Korea",1990,"NZ","c) Forests (Harvested)",12.7803,"Land Use by Type",-21.7329797723083,0,0
"5875","CURRENT","South Korea",1990,"NZ","c) Forests (Harvested)",12.7803,"Land Use by Type",-21.7329797723083,NA,NA
"5876","UNIFORM30","South Korea",1990,"NZ","c) Forests (Harvested)",12.7803,"Land Use by Type",-21.7329797723083,0,0
"5877","BIODIV","Southeast Asia",1990,"NZ","c) Forests (Harvested)",301.9670977,"Land Use by Type",-7.53231155734444,0,0
"5878","BIODIV30","Southeast Asia",1990,"NZ","c) Forests (Harvested)",301.9670977,"Land Use by Type",-7.53231155734444,0,0
"5879","CURRENT","Southeast Asia",1990,"NZ","c) Forests (Harvested)",301.9670977,"Land Use by Type",-7.53231155734444,NA,NA
"5880","UNIFORM30","Southeast Asia",1990,"NZ","c) Forests (Harvested)",301.9670977,"Land Use by Type",-7.53231155734444,0,0
"5881","BIODIV","Taiwan",1990,"NZ","c) Forests (Harvested)",6.24068619,"Land Use by Type",8.87312469282597,0,0
"5882","BIODIV30","Taiwan",1990,"NZ","c) Forests (Harvested)",6.24068619,"Land Use by Type",8.87312469282597,0,0
"5883","CURRENT","Taiwan",1990,"NZ","c) Forests (Harvested)",6.24068619,"Land Use by Type",8.87312469282597,NA,NA
"5884","UNIFORM30","Taiwan",1990,"NZ","c) Forests (Harvested)",6.24068619,"Land Use by Type",8.87312469282597,0,0
"5885","BIODIV","USA",1990,"NZ","c) Forests (Harvested)",1207.2603973,"Land Use by Type",19.6727937636935,0,0
"5886","BIODIV30","USA",1990,"NZ","c) Forests (Harvested)",1207.2603973,"Land Use by Type",19.6727937636935,0,0
"5887","CURRENT","USA",1990,"NZ","c) Forests (Harvested)",1207.2603973,"Land Use by Type",19.6727937636935,NA,NA
"5888","UNIFORM30","USA",1990,"NZ","c) Forests (Harvested)",1207.2603973,"Land Use by Type",19.6727937636935,0,0
"5889","BIODIV","Africa_Eastern",2005,"NZ","c) Forests (Harvested)",142.87778,"Land Use by Type",10.6145644979331,0,0
"5890","BIODIV30","Africa_Eastern",2005,"NZ","c) Forests (Harvested)",142.87778,"Land Use by Type",10.6145644979331,0,0
"5891","CURRENT","Africa_Eastern",2005,"NZ","c) Forests (Harvested)",142.87778,"Land Use by Type",10.6145644979331,NA,NA
"5892","UNIFORM30","Africa_Eastern",2005,"NZ","c) Forests (Harvested)",142.87778,"Land Use by Type",10.6145644979331,0,0
"5893","BIODIV","Africa_Northern",2005,"NZ","c) Forests (Harvested)",27.058349,"Land Use by Type",-6.54677343599807,0,0
"5894","BIODIV30","Africa_Northern",2005,"NZ","c) Forests (Harvested)",27.058349,"Land Use by Type",-6.54677343599807,0,0
"5895","CURRENT","Africa_Northern",2005,"NZ","c) Forests (Harvested)",27.058349,"Land Use by Type",-6.54677343599807,NA,NA
"5896","UNIFORM30","Africa_Northern",2005,"NZ","c) Forests (Harvested)",27.058349,"Land Use by Type",-6.54677343599807,0,0
"5897","BIODIV","Africa_Southern",2005,"NZ","c) Forests (Harvested)",228.759992,"Land Use by Type",-10.9169931904653,0,0
"5898","BIODIV30","Africa_Southern",2005,"NZ","c) Forests (Harvested)",228.759992,"Land Use by Type",-10.9169931904653,0,0
"5899","CURRENT","Africa_Southern",2005,"NZ","c) Forests (Harvested)",228.759992,"Land Use by Type",-10.9169931904653,NA,NA
"5900","UNIFORM30","Africa_Southern",2005,"NZ","c) Forests (Harvested)",228.759992,"Land Use by Type",-10.9169931904653,0,0
"5901","BIODIV","Africa_Western",2005,"NZ","c) Forests (Harvested)",377.190317,"Land Use by Type",-13.1813505779853,0,0
"5902","BIODIV30","Africa_Western",2005,"NZ","c) Forests (Harvested)",377.190317,"Land Use by Type",-13.1813505779853,0,0
"5903","CURRENT","Africa_Western",2005,"NZ","c) Forests (Harvested)",377.190317,"Land Use by Type",-13.1813505779853,NA,NA
"5904","UNIFORM30","Africa_Western",2005,"NZ","c) Forests (Harvested)",377.190317,"Land Use by Type",-13.1813505779853,0,0
"5905","BIODIV","Argentina",2005,"NZ","c) Forests (Harvested)",32.146353,"Land Use by Type",-16.8046707673134,0,0
"5906","BIODIV30","Argentina",2005,"NZ","c) Forests (Harvested)",32.146353,"Land Use by Type",-16.8046707673134,0,0
"5907","CURRENT","Argentina",2005,"NZ","c) Forests (Harvested)",32.146353,"Land Use by Type",-16.8046707673134,NA,NA
"5908","UNIFORM30","Argentina",2005,"NZ","c) Forests (Harvested)",32.146353,"Land Use by Type",-16.8046707673134,0,0
"5909","BIODIV","Australia_NZ",2005,"NZ","c) Forests (Harvested)",81.382829,"Land Use by Type",-16.7240360264797,0,0
"5910","BIODIV30","Australia_NZ",2005,"NZ","c) Forests (Harvested)",81.382829,"Land Use by Type",-16.7240360264797,0,0
"5911","CURRENT","Australia_NZ",2005,"NZ","c) Forests (Harvested)",81.382829,"Land Use by Type",-16.7240360264797,NA,NA
"5912","UNIFORM30","Australia_NZ",2005,"NZ","c) Forests (Harvested)",81.382829,"Land Use by Type",-16.7240360264797,0,0
"5913","BIODIV","Brazil",2005,"NZ","c) Forests (Harvested)",300.768015,"Land Use by Type",-7.8945234451648,0,0
"5914","BIODIV30","Brazil",2005,"NZ","c) Forests (Harvested)",300.768015,"Land Use by Type",-7.8945234451648,0,0
"5915","CURRENT","Brazil",2005,"NZ","c) Forests (Harvested)",300.768015,"Land Use by Type",-7.8945234451648,NA,NA
"5916","UNIFORM30","Brazil",2005,"NZ","c) Forests (Harvested)",300.768015,"Land Use by Type",-7.8945234451648,0,0
"5917","BIODIV","Canada",2005,"NZ","c) Forests (Harvested)",600.5636334,"Land Use by Type",21.2110905527196,0,0
"5918","BIODIV30","Canada",2005,"NZ","c) Forests (Harvested)",600.5636334,"Land Use by Type",21.2110905527196,0,0
"5919","CURRENT","Canada",2005,"NZ","c) Forests (Harvested)",600.5636334,"Land Use by Type",21.2110905527196,NA,NA
"5920","UNIFORM30","Canada",2005,"NZ","c) Forests (Harvested)",600.5636334,"Land Use by Type",21.2110905527196,0,0
"5921","BIODIV","Central America and Caribbean",2005,"NZ","c) Forests (Harvested)",106.34954,"Land Use by Type",-6.79815530535501,0,0
"5922","BIODIV30","Central America and Caribbean",2005,"NZ","c) Forests (Harvested)",106.34954,"Land Use by Type",-6.79815530535501,0,0
"5923","CURRENT","Central America and Caribbean",2005,"NZ","c) Forests (Harvested)",106.34954,"Land Use by Type",-6.79815530535501,NA,NA
"5924","UNIFORM30","Central America and Caribbean",2005,"NZ","c) Forests (Harvested)",106.34954,"Land Use by Type",-6.79815530535501,0,0
"5925","BIODIV","Central Asia",2005,"NZ","c) Forests (Harvested)",5.2306425,"Land Use by Type",-69.9932396877564,0,0
"5926","BIODIV30","Central Asia",2005,"NZ","c) Forests (Harvested)",5.2306425,"Land Use by Type",-69.9932396877564,0,0
"5927","CURRENT","Central Asia",2005,"NZ","c) Forests (Harvested)",5.2306425,"Land Use by Type",-69.9932396877564,NA,NA
"5928","UNIFORM30","Central Asia",2005,"NZ","c) Forests (Harvested)",5.2306425,"Land Use by Type",-69.9932396877564,0,0
"5929","BIODIV","China",2005,"NZ","c) Forests (Harvested)",1357.061311,"Land Use by Type",-3.29404571925528,0,0
"5930","BIODIV30","China",2005,"NZ","c) Forests (Harvested)",1357.061311,"Land Use by Type",-3.29404571925528,0,0
"5931","CURRENT","China",2005,"NZ","c) Forests (Harvested)",1357.061311,"Land Use by Type",-3.29404571925528,NA,NA
"5932","UNIFORM30","China",2005,"NZ","c) Forests (Harvested)",1357.061311,"Land Use by Type",-3.29404571925528,0,0
"5933","BIODIV","Colombia",2005,"NZ","c) Forests (Harvested)",14.197016,"Land Use by Type",-5.92086878470933,0,0
"5934","BIODIV30","Colombia",2005,"NZ","c) Forests (Harvested)",14.197016,"Land Use by Type",-5.92086878470933,0,0
"5935","CURRENT","Colombia",2005,"NZ","c) Forests (Harvested)",14.197016,"Land Use by Type",-5.92086878470933,NA,NA
"5936","UNIFORM30","Colombia",2005,"NZ","c) Forests (Harvested)",14.197016,"Land Use by Type",-5.92086878470933,0,0
"5937","BIODIV","EU-12",2005,"NZ","c) Forests (Harvested)",284.4126103,"Land Use by Type",-13.1965261102838,0,0
"5938","BIODIV30","EU-12",2005,"NZ","c) Forests (Harvested)",284.4126103,"Land Use by Type",-13.1965261102838,0,0
"5939","CURRENT","EU-12",2005,"NZ","c) Forests (Harvested)",284.4126103,"Land Use by Type",-13.1965261102838,NA,NA
"5940","UNIFORM30","EU-12",2005,"NZ","c) Forests (Harvested)",284.4126103,"Land Use by Type",-13.1965261102838,0,0
"5941","BIODIV","EU-15",2005,"NZ","c) Forests (Harvested)",942.88069,"Land Use by Type",-0.347173924207536,0,0
"5942","BIODIV30","EU-15",2005,"NZ","c) Forests (Harvested)",942.88069,"Land Use by Type",-0.347173924207536,0,0
"5943","CURRENT","EU-15",2005,"NZ","c) Forests (Harvested)",942.88069,"Land Use by Type",-0.347173924207536,NA,NA
"5944","UNIFORM30","EU-15",2005,"NZ","c) Forests (Harvested)",942.88069,"Land Use by Type",-0.347173924207536,0,0
"5945","BIODIV","Europe_Eastern",2005,"NZ","c) Forests (Harvested)",54.5744861,"Land Use by Type",-40.2723492699716,0,0
"5946","BIODIV30","Europe_Eastern",2005,"NZ","c) Forests (Harvested)",54.5744861,"Land Use by Type",-40.2723492699716,0,0
"5947","CURRENT","Europe_Eastern",2005,"NZ","c) Forests (Harvested)",54.5744861,"Land Use by Type",-40.2723492699716,NA,NA
"5948","UNIFORM30","Europe_Eastern",2005,"NZ","c) Forests (Harvested)",54.5744861,"Land Use by Type",-40.2723492699716,0,0
"5949","BIODIV","Europe_Non_EU",2005,"NZ","c) Forests (Harvested)",90.094206,"Land Use by Type",-33.7213890271315,0,0
"5950","BIODIV30","Europe_Non_EU",2005,"NZ","c) Forests (Harvested)",90.094206,"Land Use by Type",-33.7213890271315,0,0
"5951","CURRENT","Europe_Non_EU",2005,"NZ","c) Forests (Harvested)",90.094206,"Land Use by Type",-33.7213890271315,NA,NA
"5952","UNIFORM30","Europe_Non_EU",2005,"NZ","c) Forests (Harvested)",90.094206,"Land Use by Type",-33.7213890271315,0,0
"5953","BIODIV","European Free Trade Association",2005,"NZ","c) Forests (Harvested)",43.0152487,"Land Use by Type",-11.2757028692921,0,0
"5954","BIODIV30","European Free Trade Association",2005,"NZ","c) Forests (Harvested)",43.0152487,"Land Use by Type",-11.2757028692921,0,0
"5955","CURRENT","European Free Trade Association",2005,"NZ","c) Forests (Harvested)",43.0152487,"Land Use by Type",-11.2757028692921,NA,NA
"5956","UNIFORM30","European Free Trade Association",2005,"NZ","c) Forests (Harvested)",43.0152487,"Land Use by Type",-11.2757028692921,0,0
"5957","BIODIV","India",2005,"NZ","c) Forests (Harvested)",0,"Land Use by Type",NA,NA,NA
"5958","BIODIV30","India",2005,"NZ","c) Forests (Harvested)",0,"Land Use by Type",NA,NA,NA
"5959","CURRENT","India",2005,"NZ","c) Forests (Harvested)",0,"Land Use by Type",NA,NA,NA
"5960","UNIFORM30","India",2005,"NZ","c) Forests (Harvested)",0,"Land Use by Type",NA,NA,NA
"5961","BIODIV","Indonesia",2005,"NZ","c) Forests (Harvested)",144.219207,"Land Use by Type",1.8464462530884,0,0
"5962","BIODIV30","Indonesia",2005,"NZ","c) Forests (Harvested)",144.219207,"Land Use by Type",1.8464462530884,0,0
"5963","CURRENT","Indonesia",2005,"NZ","c) Forests (Harvested)",144.219207,"Land Use by Type",1.8464462530884,NA,NA
"5964","UNIFORM30","Indonesia",2005,"NZ","c) Forests (Harvested)",144.219207,"Land Use by Type",1.8464462530884,0,0
"5965","BIODIV","Japan",2005,"NZ","c) Forests (Harvested)",38.0173611,"Land Use by Type",-33.5185079825166,0,0
"5966","BIODIV30","Japan",2005,"NZ","c) Forests (Harvested)",38.0173611,"Land Use by Type",-33.5185079825166,0,0
