"","Availability","region","year","policy","agg.land","value","title","percent_change","diff_percent_diff_from_currchange","diff_percent_change"
"13815","CURRENT","Southeast Asia",2090,"NZ","e) Grassland",351.196481387294,"Land Use by Type",-16.9429539891095,NA,NA
"13816","UNIFORM30","Southeast Asia",2090,"NZ","e) Grassland",354.32944678152,"Land Use by Type",-16.2020401170672,-4.37313406301188,0.740913872042256
"13817","BIODIV","Taiwan",2090,"NZ","e) Grassland",7.79569057,"Land Use by Type",-12.6427963172775,7.67638924129158,-0.90125768469337
"13818","BIODIV30","Taiwan",2090,"NZ","e) Grassland",7.82310399,"Land Use by Type",-12.3356061212228,5.06012262832944,-0.594067488638673
"13819","CURRENT","Taiwan",2090,"NZ","e) Grassland",7.8761243,"Land Use by Type",-11.7415386325841,NA,NA
"13820","UNIFORM30","Taiwan",2090,"NZ","e) Grassland",7.86129137,"Land Use by Type",-11.9076354740566,1.41561685960394,-0.166096841472415
"13821","BIODIV","USA",2090,"NZ","e) Grassland",2847.2068217747,"Land Use by Type",-21.1490544402087,0.983084142862175,-0.205931509019639
"13822","BIODIV30","USA",2090,"NZ","e) Grassland",2849.9532888211,"Land Use by Type",-21.0729754069277,0.619904851068545,-0.129852475738623
"13823","CURRENT","USA",2090,"NZ","e) Grassland",2854.6411889405,"Land Use by Type",-20.9431229311891,NA,NA
"13824","UNIFORM30","USA",2090,"NZ","e) Grassland",2900.314834676,"Land Use by Type",-19.6782767893679,-6.03965823423843,1.26484614182113
"13825","BIODIV","Africa_Eastern",2095,"NZ","e) Grassland",1047.0103909751,"Land Use by Type",-61.7119537498636,-7.73703350101162,5.1750747963745
"13826","BIODIV30","Africa_Eastern",2095,"NZ","e) Grassland",1042.28961707527,"Land Use by Type",-61.8845828267555,-7.47893619123504,5.00244571948264
"13827","CURRENT","Africa_Eastern",2095,"NZ","e) Grassland",905.494829091337,"Land Use by Type",-66.8870285462381,NA,NA
"13828","UNIFORM30","Africa_Eastern",2095,"NZ","e) Grassland",1265.26154646,"Land Use by Type",-53.7307288296551,-19.6694067265664,13.156299716583
"13829","BIODIV","Africa_Northern",2095,"NZ","e) Grassland",675.726559700866,"Land Use by Type",-11.2578533525871,-9.08709632213418,1.1252534712521
"13830","BIODIV30","Africa_Northern",2095,"NZ","e) Grassland",675.417493700869,"Land Use by Type",-11.2984315726204,-8.75931771283184,1.08467525121874
"13831","CURRENT","Africa_Northern",2095,"NZ","e) Grassland",667.158238180902,"Land Use by Type",-12.3831068238392,NA,NA
"13832","UNIFORM30","Africa_Northern",2095,"NZ","e) Grassland",680.1382058,"Land Use by Type",-10.6784810323528,-13.765848508148,1.70462579148634
"13833","BIODIV","Africa_Southern",2095,"NZ","e) Grassland",2250.8497533,"Land Use by Type",-38.3644649098123,-8.05063895116759,3.35897190175407
"13834","BIODIV30","Africa_Southern",2095,"NZ","e) Grassland",2255.3946283,"Land Use by Type",-38.2400115551927,-8.34892075017441,3.48342525637373
"13835","CURRENT","Africa_Southern",2095,"NZ","e) Grassland",2128.18337598493,"Land Use by Type",-41.7234368115664,NA,NA
"13836","UNIFORM30","Africa_Southern",2095,"NZ","e) Grassland",2239.445443,"Land Use by Type",-38.6767547285696,-7.30216991896847,3.04668208299682
"13837","BIODIV","Africa_Western",2095,"NZ","e) Grassland",1918.84457170209,"Land Use by Type",-54.8085221147162,-7.80641341978092,4.64086945698715
"13838","BIODIV30","Africa_Western",2095,"NZ","e) Grassland",1925.40167807409,"Land Use by Type",-54.6540963627368,-8.06617894966106,4.79529520896656
"13839","CURRENT","Africa_Western",2095,"NZ","e) Grassland",1721.79193272822,"Land Use by Type",-59.4493915717033,NA,NA
"13840","UNIFORM30","Africa_Western",2095,"NZ","e) Grassland",2106.393948014,"Land Use by Type",-50.3915004237023,-15.2363467398165,9.05789114800098
"13841","BIODIV","Argentina",2095,"NZ","e) Grassland",1231.83851804999,"Land Use by Type",-15.3581896204893,-2.39039293789389,0.376094628479226
"13842","BIODIV30","Argentina",2095,"NZ","e) Grassland",1233.38804753988,"Land Use by Type",-15.2517186997161,-3.06707412629988,0.482565549252461
"13843","CURRENT","Argentina",2095,"NZ","e) Grassland",1226.36476702343,"Land Use by Type",-15.7342842489686,NA,NA
"13844","UNIFORM30","Argentina",2095,"NZ","e) Grassland",1247.6148001481,"Land Use by Type",-14.2741465358021,-9.2799122328999,1.46013771316645
"13845","BIODIV","Australia_NZ",2095,"NZ","e) Grassland",3647.366712,"Land Use by Type",-16.4207802502234,2.27842664088711,-0.365800251991946
"13846","BIODIV30","Australia_NZ",2095,"NZ","e) Grassland",3654.346222,"Land Use by Type",-16.2608662468547,1.28225529888532,-0.205886248623237
"13847","CURRENT","Australia_NZ",2095,"NZ","e) Grassland",3663.330132,"Land Use by Type",-16.0549799982315,NA,NA
"13848","UNIFORM30","Australia_NZ",2095,"NZ","e) Grassland",3640.766272,"Land Use by Type",-16.572026888863,3.22049408868822,-0.51704689063153
"13849","BIODIV","Brazil",2095,"NZ","e) Grassland",1343.00551330756,"Land Use by Type",-26.5935654605112,3.50188382040267,-0.899799189510279
"13850","BIODIV30","Brazil",2095,"NZ","e) Grassland",1362.76677759756,"Land Use by Type",-25.5134396316413,-0.701930152233249,0.180326639359649
"13851","CURRENT","Brazil",2095,"NZ","e) Grassland",1359.46714841756,"Land Use by Type",-25.6937662710009,NA,NA
"13852","UNIFORM30","Brazil",2095,"NZ","e) Grassland",1379.11418373756,"Land Use by Type",-24.6198979688015,-4.1795140425748,1.07386830219942
"13853","BIODIV","Canada",2095,"NZ","e) Grassland",1172.4449712154,"Land Use by Type",-8.02777345588471,-7.68002885118337,0.66782958299445
"13854","BIODIV30","Canada",2095,"NZ","e) Grassland",1169.94591554542,"Land Use by Type",-8.22382473000465,-5.42557974931429,0.47177830887451
"13855","CURRENT","Canada",2095,"NZ","e) Grassland",1163.93166318364,"Land Use by Type",-8.69560303887916,NA,NA
"13856","UNIFORM30","Canada",2095,"NZ","e) Grassland",1173.8507117506,"Land Use by Type",-7.91750296617235,-8.94817606579601,0.778100072706817
"13857","BIODIV","Central America and Caribbean",2095,"NZ","e) Grassland",70.08974137,"Land Use by Type",-42.2754635126285,-9.14578734575401,4.25561656657563
"13858","BIODIV30","Central America and Caribbean",2095,"NZ","e) Grassland",69.30154427,"Land Use by Type",-42.9245432586673,-7.75071148391772,3.60653682053685
"13859","CURRENT","Central America and Caribbean",2095,"NZ","e) Grassland",64.92250763,"Land Use by Type",-46.5310800792041,NA,NA
"13860","UNIFORM30","Central America and Caribbean",2095,"NZ","e) Grassland",70.6842782,"Land Use by Type",-41.7857480443131,-10.1980926390692,4.74533203489109
"13861","BIODIV","Central Asia",2095,"NZ","e) Grassland",3917.58101128,"Land Use by Type",-5.17220955976803,2.8617677245766,-0.143887432725723
"13862","BIODIV30","Central Asia",2095,"NZ","e) Grassland",3919.57684793,"Land Use by Type",-5.12389944193303,1.90099759068659,-0.0955773148907211
"13863","CURRENT","Central Asia",2095,"NZ","e) Grassland",3923.52584731,"Land Use by Type",-5.0283221270423,NA,NA
"13864","UNIFORM30","Central Asia",2095,"NZ","e) Grassland",3928.33142287,"Land Use by Type",-4.9120024371553,-2.31334236406575,0.116319689887001
"13865","BIODIV","China",2095,"NZ","e) Grassland",4011.131950875,"Land Use by Type",0.846196254994425,-39.0868705065289,-0.54294017110503
"13866","BIODIV30","China",2095,"NZ","e) Grassland",4015.5491038926,"Land Use by Type",0.957250462524061,-31.0923947557487,-0.431885963575394
"13867","CURRENT","China",2095,"NZ","e) Grassland",4032.72844993119,"Land Use by Type",1.38913642609946,NA,NA
"13868","UNIFORM30","China",2095,"NZ","e) Grassland",4006.990858553,"Land Use by Type",0.742059649172088,-46.5817120974955,-0.647076776927368
"13869","BIODIV","Colombia",2095,"NZ","e) Grassland",354.223006,"Land Use by Type",-15.0338096220931,4.41345052095044,-0.635404137485121
"13870","BIODIV30","Colombia",2095,"NZ","e) Grassland",356.194924,"Land Use by Type",-14.5608162725519,1.12838894347555,-0.162410787943916
"13871","CURRENT","Colombia",2095,"NZ","e) Grassland",356.87226,"Land Use by Type",-14.3984054846079,NA,NA
"13872","UNIFORM30","Colombia",2095,"NZ","e) Grassland",357.098085,"Land Use by Type",-14.344181197641,-0.376206835544488,0.054224286966928
"13873","BIODIV","EU-12",2095,"NZ","e) Grassland",209.013429393,"Land Use by Type",-34.7620309762723,-18.5932042927622,7.93956279107298
"13874","BIODIV30","EU-12",2095,"NZ","e) Grassland",210.038860519,"Land Use by Type",-34.4419699915392,-19.3427340231127,8.25962377580602
"13875","CURRENT","EU-12",2095,"NZ","e) Grassland",183.576078956,"Land Use by Type",-42.7015937673453,NA,NA
"13876","UNIFORM30","EU-12",2095,"NZ","e) Grassland",203.524388435,"Land Use by Type",-36.475272505005,-14.5810387900618,6.22632126234027
"13877","BIODIV","EU-15",2095,"NZ","e) Grassland",706.425487095019,"Land Use by Type",-32.6942131184642,-15.2666727780051,5.89063686667396
"13878","BIODIV30","EU-15",2095,"NZ","e) Grassland",706.913062378389,"Land Use by Type",-32.6477616026172,-15.3870684350518,5.93708838252096
"13879","CURRENT","EU-15",2095,"NZ","e) Grassland",644.598902246003,"Land Use by Type",-38.5848499851382,NA,NA
"13880","UNIFORM30","EU-15",2095,"NZ","e) Grassland",680.491442686,"Land Use by Type",-35.1651322930846,-8.86284874713522,3.41971769205353
"13881","BIODIV","Europe_Eastern",2095,"NZ","e) Grassland",79.038263489,"Land Use by Type",-41.440499431063,0.0673508604623372,-0.0278888860152122
"13882","BIODIV30","Europe_Eastern",2095,"NZ","e) Grassland",79.515999076,"Land Use by Type",-41.0865448254862,-0.787351568604864,0.326065719561633
"13883","CURRENT","Europe_Eastern",2095,"NZ","e) Grassland",79.075909226,"Land Use by Type",-41.4126105450478,NA,NA
"13884","UNIFORM30","Europe_Eastern",2095,"NZ","e) Grassland",90.330404336,"Land Use by Type",-33.0741469135134,-20.135080094927,8.33846363153445
"13885","BIODIV","Europe_Non_EU",2095,"NZ","e) Grassland",196.742367562016,"Land Use by Type",-35.9869964554079,-7.22818529604172,2.80385650421265
"13886","BIODIV30","Europe_Non_EU",2095,"NZ","e) Grassland",197.425017652016,"Land Use by Type",-35.764886275621,-7.80076936181807,3.02596668399951
"13887","CURRENT","Europe_Non_EU",2095,"NZ","e) Grassland",188.124731064937,"Land Use by Type",-38.7908529596206,NA,NA
"13888","UNIFORM30","Europe_Non_EU",2095,"NZ","e) Grassland",209.833254362,"Land Use by Type",-31.7276800557039,-18.2083833482413,7.06317290391664
"13889","BIODIV","European Free Trade Association",2095,"NZ","e) Grassland",82.127171594,"Land Use by Type",-20.594637753971,-10.939197928695,2.52958476274725
"13890","BIODIV30","European Free Trade Association",2095,"NZ","e) Grassland",82.225618581,"Land Use by Type",-20.49945343783,-11.3508197235302,2.6247690788882
"13891","CURRENT","European Free Trade Association",2095,"NZ","e) Grassland",79.510859509,"Land Use by Type",-23.1242225167182,NA,NA
"13892","UNIFORM30","European Free Trade Association",2095,"NZ","e) Grassland",82.32705695,"Land Use by Type",-20.401406492706,-11.7749489405365,2.72281602401224
"13893","BIODIV","India",2095,"NZ","e) Grassland",216.30884162215,"Land Use by Type",-36.7961940548767,-3.07761071684912,1.16841482921212
"13894","BIODIV30","India",2095,"NZ","e) Grassland",216.66985651419,"Land Use by Type",-36.6907073115791,-3.35546370023676,1.27390157250977
"13895","CURRENT","India",2095,"NZ","e) Grassland",212.31009636076,"Land Use by Type",-37.9646088840889,NA,NA
"13896","UNIFORM30","India",2095,"NZ","e) Grassland",233.0164029755,"Land Use by Type",-31.9143378664575,-15.9364868173012,6.05027101763133
"13897","BIODIV","Indonesia",2095,"NZ","e) Grassland",185.147184635,"Land Use by Type",-17.4819558563775,-3.39786481891913,0.614929895462815
"13898","BIODIV30","Indonesia",2095,"NZ","e) Grassland",185.7208778925,"Land Use by Type",-17.2262793164767,-4.81075236661749,0.870606435363637
"13899","CURRENT","Indonesia",2095,"NZ","e) Grassland",183.767505028024,"Land Use by Type",-18.0968857518404,NA,NA
"13900","UNIFORM30","Indonesia",2095,"NZ","e) Grassland",187.536032178,"Land Use by Type",-16.4172808497662,-9.28110103048386,1.67960490207414
"13901","BIODIV","Japan",2095,"NZ","e) Grassland",45.8134,"Land Use by Type",-7.40614982881211,-14.3222213389573,1.23823658297708
"13902","BIODIV30","Japan",2095,"NZ","e) Grassland",45.889,"Land Use by Type",-7.25335402948394,-16.0897906505871,1.39103238230526
"13903","CURRENT","Japan",2095,"NZ","e) Grassland",45.20083,"Land Use by Type",-8.6443864117892,NA,NA
"13904","UNIFORM30","Japan",2095,"NZ","e) Grassland",45.17008,"Land Use by Type",-8.7064062240414,0.718951803341492,-0.0620198122522062
"13905","BIODIV","Mexico",2095,"NZ","e) Grassland",402.313975267,"Land Use by Type",-33.9001481386535,-3.56130120667278,1.25186934780689
"13906","BIODIV30","Mexico",2095,"NZ","e) Grassland",404.526661512,"Land Use by Type",-33.5365986383547,-4.5955021910907,1.61541884810573
"13907","CURRENT","Mexico",2095,"NZ","e) Grassland",394.694525747,"Land Use by Type",-35.1520174864604,NA,NA
"13908","UNIFORM30","Mexico",2095,"NZ","e) Grassland",411.984385436,"Land Use by Type",-32.3113145778966,-8.08121348031959,2.84070290856387
"13909","BIODIV","Middle East",2095,"NZ","e) Grassland",2013.40461349647,"Land Use by Type",-6.64299198192354,1.43171118221978,-0.0937723977647069
"13910","BIODIV30","Middle East",2095,"NZ","e) Grassland",2014.70778288647,"Land Use by Type",-6.58256697128433,0.509081942774015,-0.0333473871254935
"13911","CURRENT","Middle East",2095,"NZ","e) Grassland",2015.42683662601,"Land Use by Type",-6.54921958415883,NA,NA
"13912","UNIFORM30","Middle East",2095,"NZ","e) Grassland",2021.7690295,"Land Use by Type",-6.2551635464157,-4.49020106874194,0.294056037743139
"13913","BIODIV","Pakistan",2095,"NZ","e) Grassland",12.9001279090348,"Land Use by Type",-26.9581643257921,-4.96463182269528,1.40829793957373
"13914","BIODIV30","Pakistan",2095,"NZ","e) Grassland",12.9086571525492,"Land Use by Type",-26.9098708819134,-5.13488019011674,1.45659138345239
"13915","CURRENT","Pakistan",2095,"NZ","e) Grassland",12.6514056780006,"Land Use by Type",-28.3664622653658,NA,NA
"13916","UNIFORM30","Pakistan",2095,"NZ","e) Grassland",13.5540149795358,"Land Use by Type",-23.2557552747878,-18.0165755317872,5.11070699057798
"13917","BIODIV","Russia",2095,"NZ","e) Grassland",4257.06382695943,"Land Use by Type",-6.82444751016532,-1.42307407295312,0.0985335649907366
"13918","BIODIV30","Russia",2095,"NZ","e) Grassland",4261.59832459985,"Land Use by Type",-6.72519764428829,-2.85667338383562,0.197783430867773
"13919","CURRENT","Russia",2095,"NZ","e) Grassland",4252.5626208156,"Land Use by Type",-6.92298107515606,NA,NA
"13920","UNIFORM30","Russia",2095,"NZ","e) Grassland",4277.47731406093,"Land Use by Type",-6.37765857507556,-7.87687852100948,0.545322500080502
"13921","BIODIV","South Africa",2095,"NZ","e) Grassland",804.338977,"Land Use by Type",-13.9103597935999,-0.501627369550728,0.0701549340663199
"13922","BIODIV30","South Africa",2095,"NZ","e) Grassland",805.139109,"Land Use by Type",-13.824692762197,-1.11418948137163,0.155821965469165
"13923","CURRENT","South Africa",2095,"NZ","e) Grassland",803.683748570576,"Land Use by Type",-13.9805147276662,NA,NA
"13924","UNIFORM30","South Africa",2095,"NZ","e) Grassland",807.217271,"Land Use by Type",-13.6022848007721,-2.70518109703782,0.37822992689415
"13925","BIODIV","South America_Northern",2095,"NZ","e) Grassland",275.43483105,"Land Use by Type",-9.33641575032481,2.65647048558813,-0.241578392355231
"13926","BIODIV30","South America_Northern",2095,"NZ","e) Grassland",277.34277468,"Land Use by Type",-8.70834367238139,-4.24886074701663,0.386493685588187
"13927","CURRENT","South America_Northern",2095,"NZ","e) Grassland",276.16881408,"Land Use by Type",-9.09483735796958,NA,NA
"13928","UNIFORM30","South America_Northern",2095,"NZ","e) Grassland",274.73852994,"Land Use by Type",-9.56564873098585,5.17656055878399,-0.470811373016273
"13929","BIODIV","South America_Southern",2095,"NZ","e) Grassland",1304.52334387055,"Land Use by Type",-11.8174369631004,1.65877544272485,-0.192727245671772
"13930","BIODIV30","South America_Southern",2095,"NZ","e) Grassland",1313.21539603056,"Land Use by Type",-11.2298456555015,-3.39563579392564,0.394864061927173
"13931","CURRENT","South America_Southern",2095,"NZ","e) Grassland",1307.37593381522,"Land Use by Type",-11.6247097174287,NA,NA
"13932","UNIFORM30","South America_Southern",2095,"NZ","e) Grassland",1311.995097468,"Land Use by Type",-11.3124319609417,-2.68603457972283,0.312277756486921
"13933","BIODIV","South Asia",2095,"NZ","e) Grassland",190.136042896302,"Land Use by Type",-39.984526618853,-8.87723271501577,3.8953342893004
"13934","BIODIV30","South Asia",2095,"NZ","e) Grassland",190.295369486417,"Land Use by Type",-39.9342359922978,-8.99184249575537,3.9456249158556
"13935","CURRENT","South Asia",2095,"NZ","e) Grassland",177.795218151527,"Land Use by Type",-43.8798609081534,NA,NA
"13936","UNIFORM30","South Asia",2095,"NZ","e) Grassland",209.8757243,"Land Use by Type",-33.7538070728697,-23.0767492923079,10.1260538352837
"13937","BIODIV","South Korea",2095,"NZ","e) Grassland",9.62721283,"Land Use by Type",-0.501907018575181,164.398821008441,-0.312069678938104
"13938","BIODIV30","South Korea",2095,"NZ","e) Grassland",9.64309134,"Land Use by Type",-0.337801321457591,77.9533586233611,-0.147963981820514
"13939","CURRENT","South Korea",2095,"NZ","e) Grassland",9.65741,"Land Use by Type",-0.189837339637077,NA,NA
"13940","UNIFORM30","South Korea",2095,"NZ","e) Grassland",9.64519831,"Land Use by Type",-0.316025291783808,66.4826352443213,-0.126187952146732
"13941","BIODIV","Southeast Asia",2095,"NZ","e) Grassland",352.246542755721,"Land Use by Type",-16.6946762723406,-0.192551929519002,0.0321487837796077
"13942","BIODIV30","Southeast Asia",2095,"NZ","e) Grassland",353.304561513021,"Land Use by Type",-16.4444577464494,-1.68846438226512,0.282367309670796
"13943","CURRENT","Southeast Asia",2095,"NZ","e) Grassland",352.110355940235,"Land Use by Type",-16.7268250561202,NA,NA
"13944","UNIFORM30","Southeast Asia",2095,"NZ","e) Grassland",355.14618429963,"Land Use by Type",-16.0088838936736,-4.29229956074544,0.717941162446621
"13945","BIODIV","Taiwan",2095,"NZ","e) Grassland",7.80839238,"Land Use by Type",-12.5004619604497,7.89051416792622,-0.914150881885538
"13946","BIODIV30","Taiwan",2095,"NZ","e) Grassland",7.83595594,"Land Use by Type",-12.1915893206855,5.22467518442442,-0.605278242121319
"13947","CURRENT","Taiwan",2095,"NZ","e) Grassland",7.8899767,"Land Use by Type",-11.5863110785642,NA,NA
"13948","UNIFORM30","Taiwan",2095,"NZ","e) Grassland",7.87309719,"Land Use by Type",-11.7753413572227,1.63251973911955,-0.1890302786585
"13949","BIODIV","USA",2095,"NZ","e) Grassland",2843.6878955836,"Land Use by Type",-21.2465080763132,0.973517177663373,-0.204886733563139
"13950","BIODIV30","USA",2095,"NZ","e) Grassland",2846.4215702319,"Land Use by Type",-21.1707833397942,0.61372165789243,-0.12916199704414
"13951","CURRENT","USA",2095,"NZ","e) Grassland",2851.0845391826,"Land Use by Type",-21.04162134275,NA,NA
"13952","UNIFORM30","USA",2095,"NZ","e) Grassland",2897.059050842,"Land Use by Type",-19.7684429205829,-6.05098464405685,1.27317842216709
"13953","BIODIV","Africa_Eastern",2100,"NZ","e) Grassland",1036.86434847448,"Land Use by Type",-62.0829836344455,-7.83521063135889,5.27786753299194
"13954","BIODIV30","Africa_Eastern",2100,"NZ","e) Grassland",1031.95235677464,"Land Use by Type",-62.2626053862552,-7.56854795218853,5.09824578118224
"13955","CURRENT","Africa_Eastern",2100,"NZ","e) Grassland",892.537854390302,"Land Use by Type",-67.3608511674374,NA,NA
"13956","UNIFORM30","Africa_Eastern",2100,"NZ","e) Grassland",1257.89933956,"Land Use by Type",-53.9999569180462,-19.8347795465812,13.3608942493912
"13957","BIODIV","Africa_Northern",2100,"NZ","e) Grassland",674.878184700836,"Land Use by Type",-11.3692691576695,-9.17050273472136,1.14787355560645
"13958","BIODIV30","Africa_Northern",2100,"NZ","e) Grassland",674.55566270084,"Land Use by Type",-11.4116145477949,-8.8321161504025,1.10552816548111
"13959","CURRENT","Africa_Northern",2100,"NZ","e) Grassland",666.137622810874,"Land Use by Type",-12.517142713276,NA,NA
"13960","UNIFORM30","Africa_Northern",2100,"NZ","e) Grassland",679.3134268,"Land Use by Type",-10.7867980074388,-13.8239106404821,1.73034470583724
"13961","BIODIV","Africa_Southern",2100,"NZ","e) Grassland",2220.2580243,"Land Use by Type",-39.2021652420911,-8.33875861996192,3.5663307154626
"13962","BIODIV30","Africa_Southern",2100,"NZ","e) Grassland",2224.6826853,"Land Use by Type",-39.0810037350079,-8.62205492488282,3.6874922225458
"13963","CURRENT","Africa_Southern",2100,"NZ","e) Grassland",2090.01919162458,"Land Use by Type",-42.7684959575537,NA,NA
"13964","UNIFORM30","Africa_Southern",2100,"NZ","e) Grassland",2208.671219,"Land Use by Type",-39.5194523224265,-7.59689407320275,3.24904363512721
"13965","BIODIV","Africa_Western",2100,"NZ","e) Grassland",1880.51693282608,"Land Use by Type",-55.7111917056793,-7.99058739978675,4.83826103314389
"13966","BIODIV30","Africa_Western",2100,"NZ","e) Grassland",1886.45160365009,"Land Use by Type",-55.5714251163202,-8.22142317599476,4.97802762250299
"13967","CURRENT","Africa_Western",2100,"NZ","e) Grassland",1675.08298022499,"Land Use by Type",-60.5494527388232,NA,NA
"13968","UNIFORM30","Africa_Western",2100,"NZ","e) Grassland",2074.175955814,"Land Use by Type",-51.1502788345071,-15.5231755107065,9.39917390431602
"13969","BIODIV","Argentina",2100,"NZ","e) Grassland",1232.81156163084,"Land Use by Type",-15.2913300694569,-2.3688720212354,0.371004046606103
"13970","BIODIV30","Argentina",2100,"NZ","e) Grassland",1234.35707853001,"Land Use by Type",-15.1851348609121,-3.04690141694176,0.477199255150937
"13971","CURRENT","Argentina",2100,"NZ","e) Grassland",1227.41189641872,"Land Use by Type",-15.662334116063,NA,NA
"13972","UNIFORM30","Argentina",2100,"NZ","e) Grassland",1248.5791803687,"Land Use by Type",-14.2078822389494,-9.28623993245054,1.45445187711364
"13973","BIODIV","Australia_NZ",2100,"NZ","e) Grassland",3639.838992,"Land Use by Type",-16.5932775650739,2.17501926027448,-0.35322361327669
"13974","BIODIV30","Australia_NZ",2100,"NZ","e) Grassland",3646.823422,"Land Use by Type",-16.4332507767074,1.1895062088622,-0.193196824910192
"13975","CURRENT","Australia_NZ",2100,"NZ","e) Grassland",3655.253572,"Land Use by Type",-16.2400539517972,NA,NA
"13976","UNIFORM30","Australia_NZ",2100,"NZ","e) Grassland",3633.117472,"Land Use by Type",-16.7472987500753,3.1234353350764,-0.507244798278172
"13977","BIODIV","Brazil",2100,"NZ","e) Grassland",1347.45830330756,"Land Use by Type",-26.3501834085283,3.52777069573883,-0.897930573106152
"13978","BIODIV30","Brazil",2100,"NZ","e) Grassland",1366.72110272756,"Land Use by Type",-25.2973028117878,-0.608888149961813,0.154950023634353
"13979","CURRENT","Brazil",2100,"NZ","e) Grassland",1363.88574918756,"Land Use by Type",-25.4522528354222,NA,NA
"13980","UNIFORM30","Brazil",2100,"NZ","e) Grassland",1382.97125218756,"Land Use by Type",-24.4090769818732,-4.09858469105091,1.04317585354895
"13981","BIODIV","Canada",2100,"NZ","e) Grassland",1172.4577367176,"Land Use by Type",-8.0267720684515,-7.4818870100402,0.649125623277865
"13982","BIODIV30","Canada",2100,"NZ","e) Grassland",1170.07044247542,"Land Use by Type",-8.21405623968266,-5.32336869397041,0.461841452046713
"13983","CURRENT","Canada",2100,"NZ","e) Grassland",1164.18286332564,"Land Use by Type",-8.67589769172937,NA,NA
"13984","UNIFORM30","Canada",2100,"NZ","e) Grassland",1174.0251276938,"Land Use by Type",-7.90382094050111,-8.89907391176095,0.772076751228259
"13985","BIODIV","Central America and Caribbean",2100,"NZ","e) Grassland",69.97025724,"Land Use by Type",-42.3738682989358,-9.21711641728071,4.30216752258524
"13986","BIODIV30","Central America and Caribbean",2100,"NZ","e) Grassland",69.1553653,"Land Use by Type",-43.044933526541,-7.77927104792618,3.63110229498002
"13987","CURRENT","Central America and Caribbean",2100,"NZ","e) Grassland",64.74650089,"Land Use by Type",-46.676035821521,NA,NA
"13988","UNIFORM30","Central America and Caribbean",2100,"NZ","e) Grassland",70.5516504,"Land Use by Type",-41.8949778244303,-10.242962203509,4.78105799709077
"13989","BIODIV","Central Asia",2100,"NZ","e) Grassland",3920.99638597,"Land Use by Type",-5.08953802484745,2.97073421693357,-0.146823436529796
"13990","BIODIV30","Central Asia",2100,"NZ","e) Grassland",3922.9778105,"Land Use by Type",-5.04157676290303,2.0003815703178,-0.0988621745853697
"13991","CURRENT","Central Asia",2100,"NZ","e) Grassland",3927.06251633,"Land Use by Type",-4.94271458831766,NA,NA
"13992","UNIFORM30","Central Asia",2100,"NZ","e) Grassland",3931.47795783,"Land Use by Type",-4.83583836737596,-2.16235101596431,0.106876220941703
"13993","BIODIV","China",2100,"NZ","e) Grassland",4091.0004421491,"Land Use by Type",2.8542163461463,-17.8870106258527,-0.621708705308112
"13994","BIODIV30","China",2100,"NZ","e) Grassland",4095.3449280548,"Land Use by Type",2.96344358764298,-14.7446180938069,-0.512481463811433
"13995","CURRENT","China",2100,"NZ","e) Grassland",4115.72996424624,"Land Use by Type",3.47592505145441,NA,NA
"13996","UNIFORM30","China",2100,"NZ","e) Grassland",4082.960898476,"Land Use by Type",2.65206607634837,-23.7020604494144,-0.823858975106035
"13997","BIODIV","Colombia",2100,"NZ","e) Grassland",354.813276,"Land Use by Type",-14.8922236936106,4.43746054313502,-0.632698342775058
"13998","BIODIV30","Colombia",2100,"NZ","e) Grassland",356.768364,"Land Use by Type",-14.4232673008639,1.1487147638526,-0.163741950028395
"13999","CURRENT","Colombia",2100,"NZ","e) Grassland",357.45125,"Land Use by Type",-14.2595253508355,NA,NA
"14000","UNIFORM30","Colombia",2100,"NZ","e) Grassland",357.661855,"Land Use by Type",-14.2089517383002,-0.354268608290642,0.0505736125353646
"14001","BIODIV","EU-12",2100,"NZ","e) Grassland",209.879269545,"Land Use by Type",-34.4917820588715,-18.504167287941,7.83154786495076
"14002","BIODIV30","EU-12",2100,"NZ","e) Grassland",210.904487551,"Land Use by Type",-34.171787593864,-19.2602387535789,8.15154232995826
"14003","CURRENT","EU-12",2100,"NZ","e) Grassland",184.787983401,"Land Use by Type",-42.3233299238223,NA,NA
"14004","UNIFORM30","EU-12",2100,"NZ","e) Grassland",204.490661986,"Land Use by Type",-36.1736759028243,-14.5302101480579,6.14965402099798
"14005","BIODIV","EU-15",2100,"NZ","e) Grassland",707.814607143452,"Land Use by Type",-32.5618625455578,-15.2143317499279,5.84306758338658
"14006","BIODIV30","EU-15",2100,"NZ","e) Grassland",708.302551377312,"Land Use by Type",-32.5153758832317,-15.3353829686864,5.88955424571274
"14007","CURRENT","EU-15",2100,"NZ","e) Grassland",646.487298541814,"Land Use by Type",-38.4049301289444,NA,NA
"14008","UNIFORM30","EU-15",2100,"NZ","e) Grassland",682.109880843,"Land Use by Type",-35.0109331111129,-8.83739719347276,3.39399701783145
"14009","BIODIV","Europe_Eastern",2100,"NZ","e) Grassland",79.468665087,"Land Use by Type",-41.1216146085687,0.101971365698675,-0.0418866804735032
"14010","BIODIV30","Europe_Eastern",2100,"NZ","e) Grassland",79.942989554,"Land Use by Type",-40.7701873040074,-0.75350481464957,0.309540624087823
"14011","CURRENT","Europe_Eastern",2100,"NZ","e) Grassland",79.52520379,"Land Use by Type",-41.0797279280952,NA,NA
