"","Availability","region","year","policy","agg.land","value","title","percent_change","diff_percent_diff_from_currchange","diff_percent_change"
"258","BIODIV30","Africa_Eastern",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"259","CURRENT","Africa_Eastern",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"260","UNIFORM30","Africa_Eastern",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"261","BIODIV","Africa_Northern",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"262","BIODIV30","Africa_Northern",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"263","CURRENT","Africa_Northern",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"264","UNIFORM30","Africa_Northern",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"265","BIODIV","Africa_Southern",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"266","BIODIV30","Africa_Southern",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"267","CURRENT","Africa_Southern",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"268","UNIFORM30","Africa_Southern",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"269","BIODIV","Africa_Western",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"270","BIODIV30","Africa_Western",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"271","CURRENT","Africa_Western",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"272","UNIFORM30","Africa_Western",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"273","BIODIV","Argentina",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"274","BIODIV30","Argentina",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"275","CURRENT","Argentina",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"276","UNIFORM30","Argentina",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"277","BIODIV","Australia_NZ",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"278","BIODIV30","Australia_NZ",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"279","CURRENT","Australia_NZ",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"280","UNIFORM30","Australia_NZ",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"281","BIODIV","Brazil",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"282","BIODIV30","Brazil",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"283","CURRENT","Brazil",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"284","UNIFORM30","Brazil",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"285","BIODIV","Canada",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"286","BIODIV30","Canada",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"287","CURRENT","Canada",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"288","UNIFORM30","Canada",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"289","BIODIV","Central America and Caribbean",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"290","BIODIV30","Central America and Caribbean",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"291","CURRENT","Central America and Caribbean",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"292","UNIFORM30","Central America and Caribbean",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"293","BIODIV","Central Asia",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"294","BIODIV30","Central Asia",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"295","CURRENT","Central Asia",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"296","UNIFORM30","Central Asia",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"297","BIODIV","China",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"298","BIODIV30","China",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"299","CURRENT","China",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"300","UNIFORM30","China",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"301","BIODIV","Colombia",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"302","BIODIV30","Colombia",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"303","CURRENT","Colombia",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"304","UNIFORM30","Colombia",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"305","BIODIV","EU-12",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"306","BIODIV30","EU-12",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"307","CURRENT","EU-12",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"308","UNIFORM30","EU-12",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"309","BIODIV","EU-15",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"310","BIODIV30","EU-15",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"311","CURRENT","EU-15",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"312","UNIFORM30","EU-15",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"313","BIODIV","Europe_Eastern",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"314","BIODIV30","Europe_Eastern",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"315","CURRENT","Europe_Eastern",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"316","UNIFORM30","Europe_Eastern",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"317","BIODIV","Europe_Non_EU",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"318","BIODIV30","Europe_Non_EU",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"319","CURRENT","Europe_Non_EU",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"320","UNIFORM30","Europe_Non_EU",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"321","BIODIV","European Free Trade Association",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"322","BIODIV30","European Free Trade Association",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"323","CURRENT","European Free Trade Association",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"324","UNIFORM30","European Free Trade Association",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"325","BIODIV","India",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"326","BIODIV30","India",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"327","CURRENT","India",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"328","UNIFORM30","India",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"329","BIODIV","Indonesia",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"330","BIODIV30","Indonesia",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"331","CURRENT","Indonesia",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"332","UNIFORM30","Indonesia",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"333","BIODIV","Japan",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"334","BIODIV30","Japan",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"335","CURRENT","Japan",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"336","UNIFORM30","Japan",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"337","BIODIV","Mexico",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"338","BIODIV30","Mexico",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"339","CURRENT","Mexico",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"340","UNIFORM30","Mexico",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"341","BIODIV","Middle East",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"342","BIODIV30","Middle East",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"343","CURRENT","Middle East",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"344","UNIFORM30","Middle East",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"345","BIODIV","Pakistan",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"346","BIODIV30","Pakistan",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"347","CURRENT","Pakistan",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"348","UNIFORM30","Pakistan",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"349","BIODIV","Russia",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"350","BIODIV30","Russia",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"351","CURRENT","Russia",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"352","UNIFORM30","Russia",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"353","BIODIV","South Africa",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"354","BIODIV30","South Africa",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"355","CURRENT","South Africa",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"356","UNIFORM30","South Africa",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"357","BIODIV","South America_Northern",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"358","BIODIV30","South America_Northern",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"359","CURRENT","South America_Northern",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"360","UNIFORM30","South America_Northern",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"361","BIODIV","South America_Southern",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"362","BIODIV30","South America_Southern",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"363","CURRENT","South America_Southern",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"364","UNIFORM30","South America_Southern",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"365","BIODIV","South Asia",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"366","BIODIV30","South Asia",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"367","CURRENT","South Asia",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"368","UNIFORM30","South Asia",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"369","BIODIV","South Korea",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"370","BIODIV30","South Korea",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"371","CURRENT","South Korea",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"372","UNIFORM30","South Korea",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"373","BIODIV","Southeast Asia",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"374","BIODIV30","Southeast Asia",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"375","CURRENT","Southeast Asia",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"376","UNIFORM30","Southeast Asia",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"377","BIODIV","Taiwan",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"378","BIODIV30","Taiwan",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"379","CURRENT","Taiwan",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"380","UNIFORM30","Taiwan",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"381","BIODIV","USA",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"382","BIODIV30","USA",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"383","CURRENT","USA",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"384","UNIFORM30","USA",2005,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"385","BIODIV","Africa_Eastern",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"386","BIODIV30","Africa_Eastern",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"387","CURRENT","Africa_Eastern",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"388","UNIFORM30","Africa_Eastern",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"389","BIODIV","Africa_Northern",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"390","BIODIV30","Africa_Northern",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"391","CURRENT","Africa_Northern",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"392","UNIFORM30","Africa_Northern",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"393","BIODIV","Africa_Southern",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"394","BIODIV30","Africa_Southern",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"395","CURRENT","Africa_Southern",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"396","UNIFORM30","Africa_Southern",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"397","BIODIV","Africa_Western",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"398","BIODIV30","Africa_Western",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"399","CURRENT","Africa_Western",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"400","UNIFORM30","Africa_Western",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"401","BIODIV","Argentina",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"402","BIODIV30","Argentina",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"403","CURRENT","Argentina",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"404","UNIFORM30","Argentina",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"405","BIODIV","Australia_NZ",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"406","BIODIV30","Australia_NZ",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"407","CURRENT","Australia_NZ",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"408","UNIFORM30","Australia_NZ",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"409","BIODIV","Brazil",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"410","BIODIV30","Brazil",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"411","CURRENT","Brazil",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"412","UNIFORM30","Brazil",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"413","BIODIV","Canada",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"414","BIODIV30","Canada",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"415","CURRENT","Canada",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"416","UNIFORM30","Canada",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"417","BIODIV","Central America and Caribbean",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"418","BIODIV30","Central America and Caribbean",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"419","CURRENT","Central America and Caribbean",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"420","UNIFORM30","Central America and Caribbean",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"421","BIODIV","Central Asia",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"422","BIODIV30","Central Asia",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"423","CURRENT","Central Asia",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"424","UNIFORM30","Central Asia",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"425","BIODIV","China",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"426","BIODIV30","China",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"427","CURRENT","China",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"428","UNIFORM30","China",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"429","BIODIV","Colombia",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"430","BIODIV30","Colombia",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"431","CURRENT","Colombia",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"432","UNIFORM30","Colombia",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"433","BIODIV","EU-12",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"434","BIODIV30","EU-12",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"435","CURRENT","EU-12",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"436","UNIFORM30","EU-12",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"437","BIODIV","EU-15",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"438","BIODIV30","EU-15",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"439","CURRENT","EU-15",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"440","UNIFORM30","EU-15",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"441","BIODIV","Europe_Eastern",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"442","BIODIV30","Europe_Eastern",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"443","CURRENT","Europe_Eastern",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"444","UNIFORM30","Europe_Eastern",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"445","BIODIV","Europe_Non_EU",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"446","BIODIV30","Europe_Non_EU",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"447","CURRENT","Europe_Non_EU",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"448","UNIFORM30","Europe_Non_EU",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"449","BIODIV","European Free Trade Association",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"450","BIODIV30","European Free Trade Association",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"451","CURRENT","European Free Trade Association",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"452","UNIFORM30","European Free Trade Association",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"453","BIODIV","India",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"454","BIODIV30","India",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"455","CURRENT","India",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"456","UNIFORM30","India",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"457","BIODIV","Indonesia",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"458","BIODIV30","Indonesia",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"459","CURRENT","Indonesia",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"460","UNIFORM30","Indonesia",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"461","BIODIV","Japan",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"462","BIODIV30","Japan",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"463","CURRENT","Japan",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"464","UNIFORM30","Japan",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"465","BIODIV","Mexico",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"466","BIODIV30","Mexico",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"467","CURRENT","Mexico",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"468","UNIFORM30","Mexico",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"469","BIODIV","Middle East",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"470","BIODIV30","Middle East",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"471","CURRENT","Middle East",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"472","UNIFORM30","Middle East",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"473","BIODIV","Pakistan",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"474","BIODIV30","Pakistan",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"475","CURRENT","Pakistan",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"476","UNIFORM30","Pakistan",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"477","BIODIV","Russia",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"478","BIODIV30","Russia",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"479","CURRENT","Russia",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"480","UNIFORM30","Russia",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"481","BIODIV","South Africa",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"482","BIODIV30","South Africa",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
"483","CURRENT","South Africa",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,NA
"484","UNIFORM30","South Africa",2010,"NZ","a) Bioenergy crops",0,"Land Use by Type",-100,NA,0
